date,country,conflict_phase,war_month,gdp_billion_usd,gdp_growth_rate_pct,inflation_rate_pct,unemployment_rate_pct,food_price_index,energy_price_index,death_toll_cumulative,civilian_casualties,military_casualties,mortality_rate_per_100k,internally_displaced_m,external_refugees_m,total_displaced_m,explosive_incidents_month,conflict_area_km2,infrastructure_damage_busd,infrastructure_destroy_idx,humanitarian_aid_busd,foreign_military_aid_busd,recovery_score
14-01-2021,Ukraine,Pre-War,0,16.75460096,2.895938875,7.605599252,9.323190573,102.6992042,106.4280619,0,,,7.5,,,0,,0,0,,0,0,71.61418081
15-01-2021,Russia,Pre-War,0,151.4945872,4.805185133,5.983278725,4.535198215,103.5553298,102.6337144,0,,,12.4,,,0,,0,0,,0,0,63.6508327
15-01-2021,Ukraine,Pre-War,0,19.62701927,3.652739404,8.016803073,9.704585891,100.3794665,106.2966654,0,,,7.5,,,0,0,0,0,,0,0,72.73971389
16-01-2021,Russia,Pre-War,0,152.3162217,4.895831347,6.499295854,4.688503653,100.9755065,101.4109825,0,0,,12.4,,,0,0,0,0,,0,0,60.34900561
16-01-2021,Ukraine,Pre-War,0,17.35722832,3.206465727,7.549020358,9.253333881,101.4873744,105.9798663,0,0,,7.5,,,0,0,0,0,,,0,71.98611365
17-01-2021,Ukraine,Pre-War,0,17.42268272,3.16135928,7.338215245,9.655803954,104.0654778,104.5649594,0,0,,7.5,,0,0,,0,0,,,0,73.80342344
17-01-2021,Russia,Pre-War,0,147.1038313,3.796268113,5.425244623,4.435965854,101.6218151,110.9014249,0,,,12.4,,,0,0,0,0,,0,0,61.96297373
18-01-2021,Russia,Pre-War,0,150.448185,4.5062962,6.078140879,4.268097065,101.0490203,106.9919932,0,,,12.4,,,0,0,0,0,,0,0,63.74464127
18-01-2021,Ukraine,Pre-War,0,18.36668401,4.094901467,7.353361372,9.248083447,99.80121471,96.5044171,0,,0,7.5,,,0,,0,0,,0,0,71.94848996
19-01-2021,Russia,Pre-War,0,151.9008477,4.211548172,5.281268263,4.647575751,98.35953359,112.3258351,0,,,12.4,,,0,0,0,0,,0,0,64.35888024
19-01-2021,Ukraine,Pre-War,0,17.0616487,2.143432735,9.083097899,9.465638046,103.4756326,98.62228936,0,0,,7.5,,,0,,0,,,0,0,71.80124995
20-01-2021,Russia,Pre-War,0,149.0998691,4.811424966,5.145903656,4.457286154,101.2405913,107.0577553,0,0,,12.4,,,0,0,0,0,,0,0,62.66462802
20-01-2021,Ukraine,Pre-War,0,16.50302693,3.775575988,8.092539707,9.853789155,101.135037,113.2429917,0,,,7.5,,0,0,0,0,,,0,0,76.51068168
21-01-2021,Russia,Pre-War,0,148.0701531,4.84302573,6.846739589,3.972378154,98.63348297,96.84307129,0,,,12.4,,,0,0,0,0,,0,0,65.25723109
21-01-2021,Ukraine,Pre-War,0,15.23979708,2.14830878,7.955561841,9.615219635,100.9346105,96.7302316,0,,0,7.5,,0,0,0,0,0,,0,0,72.82175992
22-01-2021,Russia,Pre-War,0,150.7331965,4.030060107,5.588906466,4.182235943,100.8746418,108.8205693,0,,0,12.4,,,0,0,0,0,,0,0,60.93948476
22-01-2021,Ukraine,Pre-War,0,16.41425434,2.94648482,7.171806142,9.333905208,98.60424421,112.8589005,0,0,,7.5,,,0,0,0,,,,0,73.0705271
23-01-2021,Russia,Pre-War,0,149.7753439,4.3895152,6.49133336,4.727252313,99.9389977,102.696727,0,,,12.4,,,0,0,0,0,,0,0,65.28993543
23-01-2021,Ukraine,Pre-War,0,17.50192792,3.288278482,8.249000124,10.42366424,103.2391498,104.4883296,0,,0,7.5,,0,0,0,0,0,,0,0,71.08891912
24-01-2021,Russia,Pre-War,0,148.7068542,3.959225998,7.349713308,4.764491927,100.9840547,110.9197766,0,0,,12.4,,,0,0,0,0,,0,0,59.92550769
24-01-2021,Ukraine,Pre-War,0,17.61932264,2.562190873,6.893760215,9.777853264,104.8188333,99.4057297,0,0,0,7.5,,0,0,0,0,0,,0,0,74.12593847
25-01-2021,Ukraine,Pre-War,0,16.04488951,3.049666153,8.601109699,8.999178416,102.0867204,102.349505,0,,,7.5,,,0,0,0,0,,0,0,74.14119734
25-01-2021,Russia,Pre-War,0,150.0970433,4.084524942,6.216365461,4.484928567,100.5221039,101.3697454,0,,,12.4,,,0,,0,0,,0,0,63.00183438
26-01-2021,Russia,Pre-War,0,151.2771849,3.669239969,5.947136161,4.13669514,99.69632778,105.1895947,0,,0,12.4,,,0,0,0,0,,,0,64.01258562
26-01-2021,Ukraine,Pre-War,0,16.84621626,3.417846056,7.096234516,9.658941253,103.8831372,95.113422,0,,,7.5,,,0,,0,0,,0,0,71.40620949
27-01-2021,Russia,Pre-War,0,150.1731796,4.422161382,6.934225649,4.576326253,101.6752053,103.3524921,0,0,0,12.4,,,0,0,0,0,,0,0,62.57954971
27-01-2021,Ukraine,Pre-War,0,22.1508016,3.435562352,7.739181174,9.860364177,100.1838493,96.84750186,0,,,7.5,,,0,0,0,0,,0,0,70.98382738
28-01-2021,Russia,Pre-War,0,151.6588112,3.394432345,6.188491646,4.731259558,98.04282751,109.5750162,0,0,,12.4,,,0,0,0,0,,0,0,62.36373251
28-01-2021,Ukraine,Pre-War,0,18.49644117,2.77031955,7.320124504,9.749100745,99.28783235,105.2862649,0,,,7.5,,0,0,,0,0,,0,0,72.04468511
29-01-2021,Ukraine,Pre-War,0,15.51069059,2.110639876,9.196835449,9.696309697,100.8888307,106.1198745,0,,,7.5,,0,0,,0,,,0,0,70.74902191
29-01-2021,Russia,Pre-War,0,149.4602501,4.010618142,5.644565392,4.613190148,102.5139772,101.3113387,0,,,12.4,,,0,0,0,0,,0,0,60.4524216
30-01-2021,Russia,Pre-War,0,150.9620185,4.611942012,5.367620436,4.641440507,104.764049,110.3816802,0,,,12.4,,,0,,0,0,,,0,60.02079036
30-01-2021,Ukraine,Pre-War,0,17.74842616,3.027862456,8.875353215,8.992260611,104.0591006,104.3679684,0,,0,7.5,,0,0,0,0,0,,,0,72.14623786
31-01-2021,Russia,Pre-War,0,147.4200782,3.852460614,5.731372241,5.000706458,100.4808173,98.98742819,0,0,0,12.4,,,0,0,0,0,,0,0,61.53813094
31-01-2021,Ukraine,Pre-War,0,19.39241273,3.924478047,8.901252024,9.419333393,98.78694818,115.2934392,0,0,,7.5,,0,0,,0,0,,0,0,73.11843687
01-02-2021,Russia,Pre-War,0,149.9344935,4.228287614,5.429723374,4.531929068,100.4900456,111.015972,0,,,12.4,,,0,0,0,0,,0,0,61.31462481
01-02-2021,Ukraine,Pre-War,0,17.25711827,2.296244153,7.37774665,9.166827246,104.5045409,108.7427136,0,0,0,7.5,,0,0,0,0,0,,0,0,75.54311019
02-02-2021,Russia,Pre-War,0,148.9509595,4.744687281,5.022297753,4.713899529,100.5193492,103.5007168,0,,,12.4,,,0,,0,0,,0,0,59.83787334
02-02-2021,Ukraine,Pre-War,0,19.23187121,3.296550629,7.752362849,9.597839907,98.49777285,108.6961081,0,,,7.5,,0,0,0,0,0,,0,0,72.63019573
03-02-2021,Ukraine,Pre-War,0,18.30060352,2.818193894,7.954443501,9.592340531,97.57966321,99.60725831,0,0,,7.5,,,0,0,0,0,,0,0,74.48652819
03-02-2021,Russia,Pre-War,0,147.4391413,5.377397091,4.334456474,5.00893691,101.4220349,104.6131476,0,,0,12.4,,,0,,0,0,,0,0,62.2284553
04-02-2021,Russia,Pre-War,0,150.3916905,4.010813611,6.326602205,3.989224919,103.0583113,106.8903899,0,0,0,12.4,,,0,0,0,0,,,0,62.51205947
04-02-2021,Ukraine,Pre-War,0,19.96538197,3.832737222,8.811496052,8.947737731,98.44084607,102.5007257,0,0,,7.5,,0,0,0,0,0,,0,0,73.0521821
05-02-2021,Russia,Pre-War,0,148.1535335,3.824157697,5.219301398,4.816092539,99.10120222,115.5295283,0,,,12.4,,,0,,0,0,,0,0,60.84872435
05-02-2021,Ukraine,Pre-War,0,18.24401963,4.280042269,7.92315208,9.844781998,99.59364715,104.860046,0,,,7.5,,0,0,,0,,,0,0,76.54160127
06-02-2021,Russia,Pre-War,0,151.2436199,3.71488764,5.418290259,4.425744409,100.8511331,107.4826884,0,0,,12.4,,,0,,0,0,,0,0,63.1195809
06-02-2021,Ukraine,Pre-War,0,20.16156145,3.416961077,8.367344063,9.478950287,97.67807813,106.7184729,0,0,,7.5,,,0,0,0,0,,0,0,73.41537537
07-02-2021,Russia,Pre-War,0,149.9208897,4.840750349,6.022654701,4.508926842,102.8765676,102.9358211,0,0,,12.4,,,0,0,0,0,,0,0,62.44426754
07-02-2021,Ukraine,Pre-War,0,17.04250276,3.627878063,7.284314158,9.443938507,100.1205379,110.7879115,0,,,7.5,,,0,0,0,0,,0,0,73.39310955
08-02-2021,Russia,Pre-War,0,150.164568,5.032740188,5.58616924,4.922804232,105.5977962,103.5486458,0,,,12.4,,,0,,0,0,,0,0,65.15914429
08-02-2021,Ukraine,Pre-War,0,16.95427995,2.789906591,7.774572313,9.096664847,99.16269611,100.9834369,0,0,0,7.5,,,0,0,0,0,,0,0,71.46440487
09-02-2021,Russia,Pre-War,0,151.9686448,4.393005578,5.960429032,4.702445848,98.75455596,106.529639,0,,0,12.4,,,0,,0,0,,0,0,62.57833729
09-02-2021,Ukraine,Pre-War,0,22.91060028,2.681130008,7.575202436,9.313057842,99.88904576,102.4504515,0,0,,7.5,,,0,,0,,,0,0,75.37803306
10-02-2021,Russia,Pre-War,0,152.8410085,4.214626853,5.334115542,4.641424667,99.89555391,107.5317273,0,0,,12.4,,,0,0,0,0,,0,0,60.77442262
10-02-2021,Ukraine,Pre-War,0,17.22459688,3.142932695,8.267565432,9.697563282,105.0204091,104.2922111,0,,0,7.5,,,0,0,0,0,,0,0,71.40340551
11-02-2021,Ukraine,Pre-War,0,17.28141582,3.295327415,8.886962864,9.746144654,102.0145481,109.2666988,0,,,7.5,,0,0,,0,,,0,0,75.33859118
11-02-2021,Russia,Pre-War,0,148.9647774,4.611893976,5.986861683,4.856517982,106.0538649,102.8765249,0,,,12.4,,,0,0,0,0,,0,0,63.16785637
12-02-2021,Russia,Pre-War,0,149.6657638,4.573356843,6.965207173,4.254919299,101.7373466,103.4266448,0,,,12.4,,,0,0,0,0,,0,0,62.38219814
12-02-2021,Ukraine,Pre-War,0,18.0928731,2.32007193,8.597002853,9.693645254,105.3265094,103.7688871,0,,,7.5,,,0,0,0,0,,,0,73.43830066
13-02-2021,Russia,Pre-War,0,149.1071328,4.597044996,6.8589054,4.19204541,101.2659393,102.1995167,0,,,12.4,,,0,0,0,0,,0,0,60.88215631
13-02-2021,Ukraine,Pre-War,0,18.75442375,3.782762015,7.947399791,9.333440142,104.7623141,99.2079444,0,0,,7.5,,,0,0,0,0,,0,0,68.60238809
14-02-2021,Russia,Pre-War,0,147.4393912,4.936228664,6.520160942,4.470247241,104.693274,100.7196609,0,,0,12.4,,,0,,0,0,,0,0,61.51752788
14-02-2021,Ukraine,Pre-War,0,18.70411079,2.374230288,9.155011683,9.475354646,103.2345917,106.3709014,0,,,7.5,,,0,0,0,0,,0,0,73.91350644
15-02-2021,Ukraine,Pre-War,0,16.69475204,2.776908283,6.488367415,9.364308104,96.15224135,98.66438871,0,,,7.5,,,0,0,0,0,,0,0,74.52082931
15-02-2021,Russia,Pre-War,0,150.3930423,4.854501879,5.928211445,4.932035165,99.6472154,112.2037617,0,0,,12.4,,,0,0,0,0,,0,0,63.6812871
16-02-2021,Russia,Pre-War,0,149.9927949,3.920817655,7.202718641,4.763208687,100.5580717,105.1075434,0,,,12.4,,,0,0,0,0,,0,0,59.99675998
16-02-2021,Ukraine,Pre-War,0,17.43779941,3.898843263,8.512674289,9.328646303,102.1451656,110.5974217,0,0,,7.5,,0,0,0,0,,,0,0,74.84926737
17-02-2021,Russia,Pre-War,0,151.7903864,4.817585901,6.839642172,4.339429437,103.6347881,105.7903984,0,,,12.4,,,0,0,0,0,,0,0,60.69716399
17-02-2021,Ukraine,Pre-War,0,17.03222833,2.839826346,8.339332757,9.656850646,99.85259999,104.9025816,0,,,7.5,,0,0,,0,,,0,0,77.28454072
18-02-2021,Russia,Pre-War,0,151.2270359,3.988603717,5.79409877,3.999424778,101.7984462,107.5887838,0,,,12.4,,,0,0,0,0,,0,0,62.44890364
18-02-2021,Ukraine,Pre-War,0,20.09419661,3.841963846,7.63289259,9.82360425,100.9229831,104.3094908,0,0,,7.5,,,0,0,0,0,,0,0,74.76731987
19-02-2021,Ukraine,Pre-War,0,17.25877134,3.385849355,5.721165903,9.84462971,97.52057244,103.5502362,0,,0,7.5,,,0,0,0,,,0,0,70.76066021
19-02-2021,Russia,Pre-War,0,148.7488746,4.697901767,6.395224149,4.57820213,99.89938969,102.3135065,0,,0,12.4,,,0,,0,0,,0,0,63.08720031
20-02-2021,Ukraine,Pre-War,0,17.30148459,2.839182474,9.661398387,9.614580636,101.8600833,109.1211338,0,0,0,7.5,,0,0,0,0,0,,,0,73.47757832
20-02-2021,Russia,Pre-War,0,149.9061588,4.738520414,6.061457513,4.115102333,102.9925336,103.0249737,0,,0,12.4,,,0,0,0,0,,0,0,61.30269573
21-02-2021,Russia,Pre-War,0,151.4652802,4.45964171,6.062908152,3.900539795,102.8326553,106.3859539,0,,,12.4,,,0,0,0,0,,0,0,64.21636563
21-02-2021,Ukraine,Pre-War,0,15.92018815,3.306386953,7.157267549,9.312869312,104.8280627,104.2372704,0,,,7.5,,,0,0,0,0,,0,0,73.43486575
22-02-2021,Russia,Pre-War,0,150.4021981,5.025327198,6.884420746,4.856109092,102.2774604,100.4279803,0,,,12.4,,,0,0,0,0,,0,0,61.87172331
22-02-2021,Ukraine,Pre-War,0,18.65752482,3.160678608,8.337536603,9.984113381,101.9070686,104.0233735,0,,,7.5,,,0,,0,,,0,0,74.92817434
23-02-2021,Russia,Pre-War,0,149.6998888,4.562788227,5.861542541,4.504673714,98.80744983,99.23979647,0,,,12.4,,,0,0,0,0,,0,0,60.7220765
23-02-2021,Ukraine,Pre-War,0,15.35382041,3.82100758,8.807853671,9.293554896,105.5048716,108.9270619,0,,,7.5,,0,0,0,0,0,,0,0,72.35033723
24-02-2021,Russia,Pre-War,0,152.0451409,5.719876203,7.107418255,4.669172736,102.1895087,108.4136622,0,,0,12.4,,,0,0,0,0,,0,0,63.51785718
24-02-2021,Ukraine,Pre-War,0,18.56238285,3.052100552,7.949925498,9.273810623,100.4386498,98.22817274,0,0,,7.5,,,0,0,0,0,,0,0,72.80332075
25-02-2021,Russia,Pre-War,0,148.0207437,4.970385594,5.214010085,4.432610055,102.1001042,101.1266222,0,0,,12.4,,,0,,0,0,,0,0,58.81401253
25-02-2021,Ukraine,Pre-War,0,18.88094948,2.990181101,8.441991964,9.56717424,103.7282809,105.500898,0,,,7.5,,,0,,0,0,,0,0,72.14118892
26-02-2021,Russia,Pre-War,0,147.1947895,5.374788372,5.004909412,4.292128441,99.56318547,108.5796975,0,,,12.4,,,0,0,0,0,,0,0,60.32930589
26-02-2021,Ukraine,Pre-War,0,22.29029826,2.40620079,8.247856568,9.690133064,101.8275982,104.2588494,0,0,,7.5,,,0,0,0,0,,0,0,72.7403586
27-02-2021,Russia,Pre-War,0,149.8234359,5.789854669,5.357060346,4.991735042,104.3554016,102.785647,0,,,12.4,,,0,0,0,0,,0,0,63.13796616
27-02-2021,Ukraine,Pre-War,0,21.25679325,2.81043613,7.837135712,9.325495726,98.97048654,102.4028898,0,0,,7.5,,0,0,,0,0,,0,0,70.55211947
28-02-2021,Ukraine,Pre-War,0,17.88846184,3.279163456,8.060804313,9.661626798,99.15865281,105.6774433,0,0,,7.5,,,0,0,0,0,,0,0,70.17257101
28-02-2021,Russia,Pre-War,0,150.6617605,4.916764481,4.405011486,4.612216971,103.455338,100.1614359,0,,,12.4,,,0,0,0,0,,0,0,60.58997629
01-03-2021,Russia,Pre-War,0,147.8153745,4.341795775,6.97047816,4.542515074,105.6386591,106.5732714,0,0,,12.4,,,0,0,0,0,,0,0,63.41621735
01-03-2021,Ukraine,Pre-War,0,19.91340463,2.60700527,6.935013637,8.949138388,102.0159827,100.5865336,0,,,7.5,,,0,0,0,,,0,0,68.69421881
02-03-2021,Russia,Pre-War,0,150.1636587,4.450555173,6.735261186,4.412917637,101.5347846,106.2867912,0,,,12.4,,,0,0,0,0,,0,0,63.07301969
02-03-2021,Ukraine,Pre-War,0,16.20306404,3.014090579,7.992704803,9.82576867,101.9493965,104.8998922,0,,,7.5,,0,0,0,0,0,,0,0,74.6355326
03-03-2021,Russia,Pre-War,0,148.7809756,4.406514349,6.04531994,4.658907826,100.8590024,106.9460066,0,,,12.4,,,0,0,0,0,,0,0,59.58061051
03-03-2021,Ukraine,Pre-War,0,19.19985746,3.765375416,8.975009481,9.435967139,103.9814523,105.5946698,0,,0,7.5,,0,0,0,0,0,,0,0,72.32582806
04-03-2021,Ukraine,Pre-War,0,17.5504692,2.414943487,6.55841565,9.662438818,102.5183103,102.6939584,0,0,0,7.5,,,0,0,0,0,,0,0,67.81791542
04-03-2021,Russia,Pre-War,0,149.2236464,4.585208111,6.128459185,4.500913806,101.8738763,109.7625851,0,,,12.4,,,0,0,0,0,,0,0,59.2662426
05-03-2021,Russia,Pre-War,0,149.9693803,4.78964575,6.095664295,4.208079318,103.393143,104.3658817,0,0,,12.4,,,0,0,0,0,,0,0,61.65410788
05-03-2021,Ukraine,Pre-War,0,21.42341696,2.314049429,6.709150882,9.941351098,100.5813526,102.323709,0,,,7.5,,0,0,,0,0,,,0,75.07980937
06-03-2021,Russia,Pre-War,0,154.3146164,4.197142538,6.593676298,4.589787774,103.6034826,111.2460448,0,0,,12.4,,,0,0,0,0,,0,0,66.0267745
06-03-2021,Ukraine,Pre-War,0,18.27307066,2.817339224,8.147744245,9.095862113,99.05677192,109.8016556,0,,0,7.5,,0,0,0,0,0,,0,0,71.68621144
07-03-2021,Russia,Pre-War,0,151.9920954,4.121602456,4.862551467,4.950400096,100.3546403,103.9966679,0,,,12.4,,,0,0,0,0,,0,0,60.71296354
07-03-2021,Ukraine,Pre-War,0,19.85568026,3.028506562,8.214873823,9.958540528,102.0156715,107.1531843,0,0,,7.5,,,0,0,0,0,,0,0,75.14501467
08-03-2021,Russia,Pre-War,0,154.1124143,3.948395817,5.822997101,4.41695601,101.6148134,108.2629489,0,0,,12.4,,,0,,0,0,,0,0,61.66575657
08-03-2021,Ukraine,Pre-War,0,18.5651599,2.875654437,9.285876461,9.647292485,102.4697556,107.6515251,0,0,,7.5,,,0,,0,0,,0,0,75.34694771
09-03-2021,Russia,Pre-War,0,150.7993759,4.174321553,5.577106655,4.675909206,103.4765661,105.0850863,0,,,12.4,,,0,0,0,0,,0,0,63.13101929
09-03-2021,Ukraine,Pre-War,0,14.47847448,3.376670811,8.304926708,9.886925826,102.3463627,104.4461761,0,0,0,7.5,,,0,,0,0,,0,0,70.55140353
10-03-2021,Ukraine,Pre-War,0,19.29656087,2.939525926,8.335625955,9.233752347,100.1250834,107.8895254,0,,,7.5,,0,0,,0,,,0,0,72.2543337
10-03-2021,Russia,Pre-War,0,148.8389531,4.794289202,7.335923603,4.618401459,98.60823388,106.7784107,0,,,12.4,,,0,0,0,0,,0,0,60.43020337
11-03-2021,Russia,Pre-War,0,147.1632685,3.619595594,4.779474948,4.878775231,99.89628371,115.2327971,0,,0,12.4,,,0,0,0,0,,0,0,66.12300715
11-03-2021,Ukraine,Pre-War,0,20.41673246,3.512031263,8.474021559,9.733508323,99.89762857,101.7272045,0,0,,7.5,,,0,,0,,,0,0,72.99325109
12-03-2021,Russia,Pre-War,0,147.7166218,4.40317027,5.426542144,3.940039015,100.8346386,104.51301,0,,,12.4,,,0,,0,0,,,0,59.95162635
12-03-2021,Ukraine,Pre-War,0,21.70818513,3.610516848,8.465678163,9.43205477,99.08112153,103.5111729,0,,,7.5,,0,0,0,0,0,,0,0,75.17749724
13-03-2021,Russia,Pre-War,0,150.2817725,3.615780317,6.258534171,4.455719224,100.067927,98.62118773,0,,,12.4,,,0,0,0,0,,0,0,59.66016633
13-03-2021,Ukraine,Pre-War,0,12.25547557,2.986242547,9.417801277,9.998377764,100.0858075,102.5911518,0,,0,7.5,,,0,0,0,,,0,0,73.93754851
14-03-2021,Russia,Pre-War,0,149.7996918,4.398163125,5.297613931,4.251935894,100.5470422,106.469462,0,0,,12.4,,,0,0,0,0,,0,0,61.95726541
14-03-2021,Ukraine,Pre-War,0,16.50557664,1.78787987,8.707236317,9.721053169,100.4373449,105.2679629,0,,0,7.5,,0,0,0,0,,,,0,74.03187844
15-03-2021,Russia,Pre-War,0,151.5885294,3.872855288,6.234846346,4.093025459,101.93286,104.8574341,0,,,12.4,,,0,0,0,0,,0,0,60.53081685
15-03-2021,Ukraine,Pre-War,0,16.37949513,3.100284599,8.91890988,9.195253454,101.1233597,106.715266,0,0,,7.5,,,0,0,0,0,,0,0,74.38621121
16-03-2021,Russia,Pre-War,0,150.8731196,4.951967421,4.109654052,4.197080789,102.2383085,113.2299819,0,0,,12.4,,,0,,0,0,,0,0,60.70807164
16-03-2021,Ukraine,Pre-War,0,16.40161599,2.758628239,7.237337113,9.536801095,104.2493569,106.2923171,0,,,7.5,,0,0,0,0,,,0,0,72.495293
17-03-2021,Russia,Pre-War,0,151.7662196,4.461081401,5.855616069,5.45793227,101.5975058,101.9928358,0,,,12.4,,,0,,0,0,,,0,62.22654082
17-03-2021,Ukraine,Pre-War,0,15.12344404,3.459614467,7.465484732,10.06198933,103.1600961,103.2107124,0,,,7.5,,0,0,0,0,,,0,0,75.56203272
18-03-2021,Ukraine,Pre-War,0,18.90474359,2.468803236,8.342645678,9.44385672,102.97146,109.7495442,0,,,7.5,,0,0,,0,0,,0,0,78.17912728
18-03-2021,Russia,Pre-War,0,149.3304493,4.298175768,5.235901937,4.62707972,105.1250498,100.7298683,0,0,,12.4,,,0,,0,0,,0,0,61.84071722
19-03-2021,Russia,Pre-War,0,150.336922,5.158798768,5.194765948,4.841963568,103.6342301,104.5277259,0,,,12.4,,,0,0,0,0,,0,0,60.00139554
19-03-2021,Ukraine,Pre-War,0,16.99045016,3.420310013,8.437386855,9.42832037,100.2663512,103.4329674,0,,,7.5,,,0,0,0,0,,0,0,71.15517963
20-03-2021,Russia,Pre-War,0,150.8074602,4.487902197,5.277038511,4.597307785,98.64192042,109.7507176,0,,0,12.4,,,0,0,0,0,,0,0,63.1733876
20-03-2021,Ukraine,Pre-War,0,17.05019269,3.435648649,6.923216256,9.537913874,104.877858,100.9986747,0,0,,7.5,,,0,,0,,,0,0,71.64451006
21-03-2021,Russia,Pre-War,0,151.2694429,5.054849921,6.327854926,4.427622704,102.3451474,112.5995277,0,0,,12.4,,,0,0,0,0,,0,0,57.65466091
